commodity,ticker,timestamp,close
dollar index,DX-Y.NYB,2026-04-15 00:36:00,
dollar index,DX-Y.NYB,2026-04-15 00:37:00,
dollar index,DX-Y.NYB,2026-04-15 00:38:00,
dollar index,DX-Y.NYB,2026-04-15 00:39:00,
dollar index,DX-Y.NYB,2026-04-15 00:40:00,
dollar index,DX-Y.NYB,2026-04-15 00:41:00,
dollar index,DX-Y.NYB,2026-04-15 00:42:00,
dollar index,DX-Y.NYB,2026-04-15 00:43:00,
dollar index,DX-Y.NYB,2026-04-15 00:44:00,
dollar index,DX-Y.NYB,2026-04-15 00:45:00,98.06
dollar index,DX-Y.NYB,2026-04-15 00:46:00,98.062
dollar index,DX-Y.NYB,2026-04-15 00:47:00,98.067
dollar index,DX-Y.NYB,2026-04-15 00:48:00,98.067
dollar index,DX-Y.NYB,2026-04-15 00:49:00,98.067
dollar index,DX-Y.NYB,2026-04-15 00:50:00,98.068
dollar index,DX-Y.NYB,2026-04-15 00:51:00,98.078
dollar index,DX-Y.NYB,2026-04-15 00:52:00,98.081
dollar index,DX-Y.NYB,2026-04-15 00:53:00,98.077
dollar index,DX-Y.NYB,2026-04-15 00:54:00,98.076
dollar index,DX-Y.NYB,2026-04-15 00:55:00,98.076
dollar index,DX-Y.NYB,2026-04-15 00:56:00,98.08
dollar index,DX-Y.NYB,2026-04-15 00:57:00,98.076
dollar index,DX-Y.NYB,2026-04-15 00:58:00,98.074
dollar index,DX-Y.NYB,2026-04-15 00:59:00,98.077
dollar index,DX-Y.NYB,2026-04-15 01:00:00,98.076
dollar index,DX-Y.NYB,2026-04-15 01:01:00,98.085
dollar index,DX-Y.NYB,2026-04-15 01:02:00,98.092
dollar index,DX-Y.NYB,2026-04-15 01:03:00,98.11
dollar index,DX-Y.NYB,2026-04-15 01:04:00,98.117
dollar index,DX-Y.NYB,2026-04-15 01:05:00,98.117
dollar index,DX-Y.NYB,2026-04-15 01:06:00,98.104
dollar index,DX-Y.NYB,2026-04-15 01:07:00,98.105
dollar index,DX-Y.NYB,2026-04-15 01:08:00,98.108
dollar index,DX-Y.NYB,2026-04-15 01:09:00,98.114
dollar index,DX-Y.NYB,2026-04-15 01:10:00,98.124
dollar index,DX-Y.NYB,2026-04-15 01:11:00,98.117
dollar index,DX-Y.NYB,2026-04-15 01:12:00,98.126
dollar index,DX-Y.NYB,2026-04-15 01:13:00,98.121
dollar index,DX-Y.NYB,2026-04-15 01:14:00,98.125
dollar index,DX-Y.NYB,2026-04-15 01:15:00,98.122
dollar index,DX-Y.NYB,2026-04-15 01:16:00,98.118
dollar index,DX-Y.NYB,2026-04-15 01:17:00,98.123
dollar index,DX-Y.NYB,2026-04-15 01:18:00,98.114
dollar index,DX-Y.NYB,2026-04-15 01:19:00,98.11
dollar index,DX-Y.NYB,2026-04-15 01:20:00,98.114
dollar index,DX-Y.NYB,2026-04-15 01:21:00,98.114
dollar index,DX-Y.NYB,2026-04-15 01:22:00,98.109
dollar index,DX-Y.NYB,2026-04-15 01:23:00,98.111
dollar index,DX-Y.NYB,2026-04-15 01:24:00,98.105
dollar index,DX-Y.NYB,2026-04-15 01:25:00,98.115
dollar index,DX-Y.NYB,2026-04-15 01:26:00,98.118
dollar index,DX-Y.NYB,2026-04-15 01:27:00,98.112
dollar index,DX-Y.NYB,2026-04-15 01:28:00,98.114
dollar index,DX-Y.NYB,2026-04-15 01:29:00,98.106
dollar index,DX-Y.NYB,2026-04-15 01:30:00,98.103
dollar index,DX-Y.NYB,2026-04-15 01:31:00,98.109
dollar index,DX-Y.NYB,2026-04-15 01:32:00,98.113
dollar index,DX-Y.NYB,2026-04-15 01:33:00,98.117
dollar index,DX-Y.NYB,2026-04-15 01:34:00,98.113
dollar index,DX-Y.NYB,2026-04-15 01:35:00,98.118
dollar index,DX-Y.NYB,2026-04-15 01:36:00,98.122
dollar index,DX-Y.NYB,2026-04-15 01:37:00,98.126
dollar index,DX-Y.NYB,2026-04-15 01:38:00,98.13
dollar index,DX-Y.NYB,2026-04-15 01:39:00,98.135
dollar index,DX-Y.NYB,2026-04-15 01:40:00,98.139
dollar index,DX-Y.NYB,2026-04-15 01:41:00,98.135
dollar index,DX-Y.NYB,2026-04-15 01:42:00,98.141
dollar index,DX-Y.NYB,2026-04-15 01:43:00,98.14
dollar index,DX-Y.NYB,2026-04-15 01:44:00,98.135
dollar index,DX-Y.NYB,2026-04-15 01:45:00,98.129
dollar index,DX-Y.NYB,2026-04-15 01:46:00,98.131
dollar index,DX-Y.NYB,2026-04-15 01:47:00,98.135
dollar index,DX-Y.NYB,2026-04-15 01:48:00,98.137
dollar index,DX-Y.NYB,2026-04-15 01:49:00,98.132
dollar index,DX-Y.NYB,2026-04-15 01:50:00,98.129
dollar index,DX-Y.NYB,2026-04-15 01:51:00,98.13
dollar index,DX-Y.NYB,2026-04-15 01:52:00,98.133
dollar index,DX-Y.NYB,2026-04-15 01:53:00,98.134
dollar index,DX-Y.NYB,2026-04-15 01:54:00,98.127
dollar index,DX-Y.NYB,2026-04-15 01:55:00,98.114
dollar index,DX-Y.NYB,2026-04-15 01:56:00,98.115
dollar index,DX-Y.NYB,2026-04-15 01:57:00,98.101
dollar index,DX-Y.NYB,2026-04-15 01:58:00,98.1
dollar index,DX-Y.NYB,2026-04-15 01:59:00,98.103
dollar index,DX-Y.NYB,2026-04-15 02:00:00,98.112
dollar index,DX-Y.NYB,2026-04-15 02:01:00,98.125
dollar index,DX-Y.NYB,2026-04-15 02:02:00,98.139
dollar index,DX-Y.NYB,2026-04-15 02:03:00,98.132
dollar index,DX-Y.NYB,2026-04-15 02:04:00,98.131
dollar index,DX-Y.NYB,2026-04-15 02:05:00,98.138
dollar index,DX-Y.NYB,2026-04-15 02:06:00,98.123
dollar index,DX-Y.NYB,2026-04-15 02:07:00,98.116
dollar index,DX-Y.NYB,2026-04-15 02:08:00,98.115
dollar index,DX-Y.NYB,2026-04-15 02:09:00,98.108
dollar index,DX-Y.NYB,2026-04-15 02:10:00,98.097
dollar index,DX-Y.NYB,2026-04-15 02:11:00,98.086
dollar index,DX-Y.NYB,2026-04-15 02:12:00,98.097
dollar index,DX-Y.NYB,2026-04-15 02:13:00,98.1
dollar index,DX-Y.NYB,2026-04-15 02:14:00,98.1
dollar index,DX-Y.NYB,2026-04-15 02:15:00,98.115
dollar index,DX-Y.NYB,2026-04-15 02:16:00,98.117
dollar index,DX-Y.NYB,2026-04-15 02:17:00,98.115
dollar index,DX-Y.NYB,2026-04-15 02:18:00,98.114
dollar index,DX-Y.NYB,2026-04-15 02:19:00,98.108
dollar index,DX-Y.NYB,2026-04-15 02:20:00,98.11
dollar index,DX-Y.NYB,2026-04-15 02:21:00,98.123
dollar index,DX-Y.NYB,2026-04-15 02:22:00,98.127
dollar index,DX-Y.NYB,2026-04-15 02:23:00,98.126
dollar index,DX-Y.NYB,2026-04-15 02:24:00,98.125
dollar index,DX-Y.NYB,2026-04-15 02:25:00,98.119
dollar index,DX-Y.NYB,2026-04-15 02:26:00,98.126
dollar index,DX-Y.NYB,2026-04-15 02:27:00,98.115
dollar index,DX-Y.NYB,2026-04-15 02:28:00,98.119
dollar index,DX-Y.NYB,2026-04-15 02:29:00,98.118
dollar index,DX-Y.NYB,2026-04-15 02:30:00,98.123
dollar index,DX-Y.NYB,2026-04-15 02:31:00,98.119
dollar index,DX-Y.NYB,2026-04-15 02:32:00,98.124
dollar index,DX-Y.NYB,2026-04-15 02:33:00,98.129
dollar index,DX-Y.NYB,2026-04-15 02:34:00,98.127
dollar index,DX-Y.NYB,2026-04-15 02:35:00,98.125
dollar index,DX-Y.NYB,2026-04-15 02:36:00,98.13
dollar index,DX-Y.NYB,2026-04-15 02:37:00,98.129
dollar index,DX-Y.NYB,2026-04-15 02:38:00,98.136
dollar index,DX-Y.NYB,2026-04-15 02:39:00,98.135
dollar index,DX-Y.NYB,2026-04-15 02:40:00,98.129
dollar index,DX-Y.NYB,2026-04-15 02:41:00,98.136
dollar index,DX-Y.NYB,2026-04-15 02:42:00,98.137
dollar index,DX-Y.NYB,2026-04-15 02:43:00,98.14
dollar index,DX-Y.NYB,2026-04-15 02:44:00,98.139
dollar index,DX-Y.NYB,2026-04-15 02:45:00,98.142
dollar index,DX-Y.NYB,2026-04-15 02:46:00,98.137
dollar index,DX-Y.NYB,2026-04-15 02:47:00,98.143
dollar index,DX-Y.NYB,2026-04-15 02:48:00,98.139
dollar index,DX-Y.NYB,2026-04-15 02:49:00,98.131
dollar index,DX-Y.NYB,2026-04-15 02:50:00,98.126
dollar index,DX-Y.NYB,2026-04-15 02:51:00,98.132
dollar index,DX-Y.NYB,2026-04-15 02:52:00,98.129
dollar index,DX-Y.NYB,2026-04-15 02:53:00,98.129
dollar index,DX-Y.NYB,2026-04-15 02:54:00,98.125
dollar index,DX-Y.NYB,2026-04-15 02:55:00,98.123
dollar index,DX-Y.NYB,2026-04-15 02:56:00,98.126
dollar index,DX-Y.NYB,2026-04-15 02:57:00,98.136
dollar index,DX-Y.NYB,2026-04-15 02:58:00,98.139
dollar index,DX-Y.NYB,2026-04-15 02:59:00,98.135
dollar index,DX-Y.NYB,2026-04-15 03:00:00,98.136
dollar index,DX-Y.NYB,2026-04-15 03:01:00,98.14
dollar index,DX-Y.NYB,2026-04-15 03:02:00,98.147
dollar index,DX-Y.NYB,2026-04-15 03:03:00,98.14
dollar index,DX-Y.NYB,2026-04-15 03:04:00,98.135
dollar index,DX-Y.NYB,2026-04-15 03:05:00,98.133
dollar index,DX-Y.NYB,2026-04-15 03:06:00,98.138
dollar index,DX-Y.NYB,2026-04-15 03:07:00,98.139
dollar index,DX-Y.NYB,2026-04-15 03:08:00,98.14
dollar index,DX-Y.NYB,2026-04-15 03:09:00,98.145
dollar index,DX-Y.NYB,2026-04-15 03:10:00,98.149
dollar index,DX-Y.NYB,2026-04-15 03:11:00,98.154
dollar index,DX-Y.NYB,2026-04-15 03:12:00,98.155
dollar index,DX-Y.NYB,2026-04-15 03:13:00,98.159
dollar index,DX-Y.NYB,2026-04-15 03:14:00,98.166
dollar index,DX-Y.NYB,2026-04-15 03:15:00,98.162
dollar index,DX-Y.NYB,2026-04-15 03:16:00,98.173
dollar index,DX-Y.NYB,2026-04-15 03:17:00,98.173
dollar index,DX-Y.NYB,2026-04-15 03:18:00,98.173
dollar index,DX-Y.NYB,2026-04-15 03:19:00,98.17
dollar index,DX-Y.NYB,2026-04-15 03:20:00,98.178
dollar index,DX-Y.NYB,2026-04-15 03:21:00,98.181
dollar index,DX-Y.NYB,2026-04-15 03:22:00,98.179
dollar index,DX-Y.NYB,2026-04-15 03:23:00,98.183
dollar index,DX-Y.NYB,2026-04-15 03:24:00,98.184
dollar index,DX-Y.NYB,2026-04-15 03:25:00,98.187
dollar index,DX-Y.NYB,2026-04-15 03:26:00,98.192
dollar index,DX-Y.NYB,2026-04-15 03:27:00,98.192
dollar index,DX-Y.NYB,2026-04-15 03:28:00,98.196
dollar index,DX-Y.NYB,2026-04-15 03:29:00,98.195
dollar index,DX-Y.NYB,2026-04-15 03:30:00,98.207
dollar index,DX-Y.NYB,2026-04-15 03:31:00,98.208
dollar index,DX-Y.NYB,2026-04-15 03:32:00,98.21
dollar index,DX-Y.NYB,2026-04-15 03:33:00,98.219
dollar index,DX-Y.NYB,2026-04-15 03:34:00,98.22
dollar index,DX-Y.NYB,2026-04-15 03:35:00,98.228
dollar index,DX-Y.NYB,2026-04-15 03:36:00,98.222
dollar index,DX-Y.NYB,2026-04-15 03:37:00,98.22
dollar index,DX-Y.NYB,2026-04-15 03:38:00,98.209
dollar index,DX-Y.NYB,2026-04-15 03:39:00,98.205
dollar index,DX-Y.NYB,2026-04-15 03:40:00,98.213
dollar index,DX-Y.NYB,2026-04-15 03:41:00,98.206
dollar index,DX-Y.NYB,2026-04-15 03:42:00,98.206
dollar index,DX-Y.NYB,2026-04-15 03:43:00,98.199
dollar index,DX-Y.NYB,2026-04-15 03:44:00,98.194
dollar index,DX-Y.NYB,2026-04-15 03:45:00,98.193
dollar index,DX-Y.NYB,2026-04-15 03:46:00,98.198
dollar index,DX-Y.NYB,2026-04-15 03:47:00,98.204
dollar index,DX-Y.NYB,2026-04-15 03:48:00,98.205
dollar index,DX-Y.NYB,2026-04-15 03:49:00,98.198
dollar index,DX-Y.NYB,2026-04-15 03:50:00,98.198
dollar index,DX-Y.NYB,2026-04-15 03:51:00,98.197
dollar index,DX-Y.NYB,2026-04-15 03:52:00,98.198
dollar index,DX-Y.NYB,2026-04-15 03:53:00,98.196
dollar index,DX-Y.NYB,2026-04-15 03:54:00,98.202
dollar index,DX-Y.NYB,2026-04-15 03:55:00,98.2
dollar index,DX-Y.NYB,2026-04-15 03:56:00,98.199
dollar index,DX-Y.NYB,2026-04-15 03:57:00,98.205
dollar index,DX-Y.NYB,2026-04-15 03:58:00,98.207
dollar index,DX-Y.NYB,2026-04-15 03:59:00,98.2
dollar index,DX-Y.NYB,2026-04-15 04:00:00,98.205
dollar index,DX-Y.NYB,2026-04-15 04:01:00,98.209
dollar index,DX-Y.NYB,2026-04-15 04:02:00,98.206
dollar index,DX-Y.NYB,2026-04-15 04:03:00,98.211
dollar index,DX-Y.NYB,2026-04-15 04:04:00,98.218
dollar index,DX-Y.NYB,2026-04-15 04:05:00,98.22
dollar index,DX-Y.NYB,2026-04-15 04:06:00,98.216
dollar index,DX-Y.NYB,2026-04-15 04:07:00,98.216
dollar index,DX-Y.NYB,2026-04-15 04:08:00,98.212
dollar index,DX-Y.NYB,2026-04-15 04:09:00,98.201
dollar index,DX-Y.NYB,2026-04-15 04:10:00,98.196
dollar index,DX-Y.NYB,2026-04-15 04:11:00,98.197
dollar index,DX-Y.NYB,2026-04-15 04:12:00,98.194
dollar index,DX-Y.NYB,2026-04-15 04:13:00,98.194
dollar index,DX-Y.NYB,2026-04-15 04:14:00,98.194
dollar index,DX-Y.NYB,2026-04-15 04:15:00,98.19
dollar index,DX-Y.NYB,2026-04-15 04:16:00,98.187
dollar index,DX-Y.NYB,2026-04-15 04:17:00,98.187
dollar index,DX-Y.NYB,2026-04-15 04:18:00,98.189
dollar index,DX-Y.NYB,2026-04-15 04:19:00,98.185
dollar index,DX-Y.NYB,2026-04-15 04:20:00,98.189
dollar index,DX-Y.NYB,2026-04-15 04:21:00,98.189
dollar index,DX-Y.NYB,2026-04-15 04:22:00,98.185
dollar index,DX-Y.NYB,2026-04-15 04:23:00,98.184
dollar index,DX-Y.NYB,2026-04-15 04:24:00,98.183
dollar index,DX-Y.NYB,2026-04-15 04:25:00,98.178
dollar index,DX-Y.NYB,2026-04-15 04:26:00,98.178
dollar index,DX-Y.NYB,2026-04-15 04:27:00,98.168
dollar index,DX-Y.NYB,2026-04-15 04:28:00,98.167
dollar index,DX-Y.NYB,2026-04-15 04:29:00,98.168
dollar index,DX-Y.NYB,2026-04-15 04:30:00,98.165
dollar index,DX-Y.NYB,2026-04-15 04:31:00,98.169
dollar index,DX-Y.NYB,2026-04-15 04:32:00,98.17
dollar index,DX-Y.NYB,2026-04-15 04:33:00,98.173
dollar index,DX-Y.NYB,2026-04-15 04:34:00,98.175
dollar index,DX-Y.NYB,2026-04-15 04:35:00,98.179
dollar index,DX-Y.NYB,2026-04-15 04:36:00,98.176
dollar index,DX-Y.NYB,2026-04-15 04:37:00,98.175
dollar index,DX-Y.NYB,2026-04-15 04:38:00,98.171
dollar index,DX-Y.NYB,2026-04-15 04:39:00,98.169
dollar index,DX-Y.NYB,2026-04-15 04:40:00,98.171
dollar index,DX-Y.NYB,2026-04-15 04:41:00,98.17
dollar index,DX-Y.NYB,2026-04-15 04:42:00,98.172
dollar index,DX-Y.NYB,2026-04-15 04:43:00,98.171
dollar index,DX-Y.NYB,2026-04-15 04:44:00,98.167
dollar index,DX-Y.NYB,2026-04-15 04:45:00,98.168
dollar index,DX-Y.NYB,2026-04-15 04:46:00,98.164
dollar index,DX-Y.NYB,2026-04-15 04:47:00,98.159
dollar index,DX-Y.NYB,2026-04-15 04:48:00,98.153
dollar index,DX-Y.NYB,2026-04-15 04:49:00,98.159
dollar index,DX-Y.NYB,2026-04-15 04:50:00,98.162
dollar index,DX-Y.NYB,2026-04-15 04:51:00,98.164
dollar index,DX-Y.NYB,2026-04-15 04:52:00,98.162
dollar index,DX-Y.NYB,2026-04-15 04:53:00,98.165
dollar index,DX-Y.NYB,2026-04-15 04:54:00,98.158
dollar index,DX-Y.NYB,2026-04-15 04:55:00,98.156
dollar index,DX-Y.NYB,2026-04-15 04:56:00,98.159
dollar index,DX-Y.NYB,2026-04-15 04:57:00,98.161
dollar index,DX-Y.NYB,2026-04-15 04:58:00,98.165
dollar index,DX-Y.NYB,2026-04-15 05:00:00,98.171
dollar index,DX-Y.NYB,2026-04-15 05:01:00,98.17
dollar index,DX-Y.NYB,2026-04-15 05:02:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:03:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:04:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:05:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:06:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:07:00,98.166
dollar index,DX-Y.NYB,2026-04-15 05:08:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:09:00,98.158
dollar index,DX-Y.NYB,2026-04-15 05:10:00,98.156
dollar index,DX-Y.NYB,2026-04-15 05:11:00,98.152
dollar index,DX-Y.NYB,2026-04-15 05:12:00,98.153
dollar index,DX-Y.NYB,2026-04-15 05:13:00,98.157
dollar index,DX-Y.NYB,2026-04-15 05:14:00,98.158
dollar index,DX-Y.NYB,2026-04-15 05:15:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:16:00,98.159
dollar index,DX-Y.NYB,2026-04-15 05:17:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:18:00,98.157
dollar index,DX-Y.NYB,2026-04-15 05:19:00,98.163
dollar index,DX-Y.NYB,2026-04-15 05:20:00,98.169
dollar index,DX-Y.NYB,2026-04-15 05:21:00,98.167
dollar index,DX-Y.NYB,2026-04-15 05:22:00,98.168
dollar index,DX-Y.NYB,2026-04-15 05:23:00,98.168
dollar index,DX-Y.NYB,2026-04-15 05:24:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:25:00,98.164
dollar index,DX-Y.NYB,2026-04-15 05:26:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:27:00,98.162
dollar index,DX-Y.NYB,2026-04-15 05:28:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:29:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:30:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:31:00,98.159
dollar index,DX-Y.NYB,2026-04-15 05:32:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:33:00,98.158
dollar index,DX-Y.NYB,2026-04-15 05:34:00,98.153
dollar index,DX-Y.NYB,2026-04-15 05:35:00,98.15
dollar index,DX-Y.NYB,2026-04-15 05:36:00,98.152
dollar index,DX-Y.NYB,2026-04-15 05:37:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:38:00,98.164
dollar index,DX-Y.NYB,2026-04-15 05:39:00,98.166
dollar index,DX-Y.NYB,2026-04-15 05:40:00,98.173
dollar index,DX-Y.NYB,2026-04-15 05:41:00,98.172
dollar index,DX-Y.NYB,2026-04-15 05:42:00,98.169
dollar index,DX-Y.NYB,2026-04-15 05:43:00,98.167
dollar index,DX-Y.NYB,2026-04-15 05:44:00,98.164
dollar index,DX-Y.NYB,2026-04-15 05:45:00,98.167
dollar index,DX-Y.NYB,2026-04-15 05:46:00,98.163
dollar index,DX-Y.NYB,2026-04-15 05:47:00,98.167
dollar index,DX-Y.NYB,2026-04-15 05:48:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:49:00,98.162
dollar index,DX-Y.NYB,2026-04-15 05:50:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:51:00,98.163
dollar index,DX-Y.NYB,2026-04-15 05:52:00,98.162
dollar index,DX-Y.NYB,2026-04-15 05:53:00,98.158
dollar index,DX-Y.NYB,2026-04-15 05:54:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:55:00,98.161
dollar index,DX-Y.NYB,2026-04-15 05:56:00,98.163
dollar index,DX-Y.NYB,2026-04-15 05:57:00,98.16
dollar index,DX-Y.NYB,2026-04-15 05:58:00,98.159
dollar index,DX-Y.NYB,2026-04-15 05:59:00,98.159
dollar index,DX-Y.NYB,2026-04-15 06:00:00,98.158
dollar index,DX-Y.NYB,2026-04-15 06:01:00,98.155
dollar index,DX-Y.NYB,2026-04-15 06:02:00,98.15
dollar index,DX-Y.NYB,2026-04-15 06:03:00,98.15
dollar index,DX-Y.NYB,2026-04-15 06:04:00,98.151
dollar index,DX-Y.NYB,2026-04-15 06:05:00,98.146
dollar index,DX-Y.NYB,2026-04-15 06:06:00,98.149
dollar index,DX-Y.NYB,2026-04-15 06:07:00,98.14
dollar index,DX-Y.NYB,2026-04-15 06:08:00,98.132
dollar index,DX-Y.NYB,2026-04-15 06:09:00,98.135
dollar index,DX-Y.NYB,2026-04-15 06:10:00,98.131
dollar index,DX-Y.NYB,2026-04-15 06:11:00,98.133
dollar index,DX-Y.NYB,2026-04-15 06:12:00,98.131
dollar index,DX-Y.NYB,2026-04-15 06:13:00,98.128
dollar index,DX-Y.NYB,2026-04-15 06:14:00,98.13
dollar index,DX-Y.NYB,2026-04-15 06:15:00,98.124
dollar index,DX-Y.NYB,2026-04-15 06:16:00,98.115
dollar index,DX-Y.NYB,2026-04-15 06:17:00,98.107
dollar index,DX-Y.NYB,2026-04-15 06:18:00,98.106
dollar index,DX-Y.NYB,2026-04-15 06:19:00,98.091
dollar index,DX-Y.NYB,2026-04-15 06:20:00,98.1
dollar index,DX-Y.NYB,2026-04-15 06:21:00,98.1
dollar index,DX-Y.NYB,2026-04-15 06:22:00,98.113
dollar index,DX-Y.NYB,2026-04-15 06:23:00,98.115
dollar index,DX-Y.NYB,2026-04-15 06:24:00,98.117
dollar index,DX-Y.NYB,2026-04-15 06:25:00,98.115
dollar index,DX-Y.NYB,2026-04-15 06:26:00,98.114
dollar index,DX-Y.NYB,2026-04-15 06:27:00,98.121
dollar index,DX-Y.NYB,2026-04-15 06:28:00,98.129
dollar index,DX-Y.NYB,2026-04-15 06:29:00,98.124
dollar index,DX-Y.NYB,2026-04-15 06:30:00,98.133
dollar index,DX-Y.NYB,2026-04-15 06:31:00,98.132
dollar index,DX-Y.NYB,2026-04-15 06:32:00,98.129
dollar index,DX-Y.NYB,2026-04-15 06:33:00,98.126
dollar index,DX-Y.NYB,2026-04-15 06:34:00,98.136
dollar index,DX-Y.NYB,2026-04-15 06:35:00,98.144
dollar index,DX-Y.NYB,2026-04-15 06:36:00,98.144
dollar index,DX-Y.NYB,2026-04-15 06:37:00,98.148
dollar index,DX-Y.NYB,2026-04-15 06:38:00,98.144
dollar index,DX-Y.NYB,2026-04-15 06:39:00,98.135
dollar index,DX-Y.NYB,2026-04-15 06:40:00,98.145
dollar index,DX-Y.NYB,2026-04-15 06:41:00,98.144
dollar index,DX-Y.NYB,2026-04-15 06:42:00,98.144
dollar index,DX-Y.NYB,2026-04-15 06:43:00,98.145
dollar index,DX-Y.NYB,2026-04-15 06:44:00,98.137
dollar index,DX-Y.NYB,2026-04-15 06:45:00,98.14
dollar index,DX-Y.NYB,2026-04-15 06:46:00,98.132
dollar index,DX-Y.NYB,2026-04-15 06:47:00,98.128
dollar index,DX-Y.NYB,2026-04-15 06:48:00,98.131
dollar index,DX-Y.NYB,2026-04-15 06:49:00,98.133
dollar index,DX-Y.NYB,2026-04-15 06:50:00,98.142
dollar index,DX-Y.NYB,2026-04-15 06:51:00,98.142
dollar index,DX-Y.NYB,2026-04-15 06:52:00,98.146
dollar index,DX-Y.NYB,2026-04-15 06:53:00,98.147
dollar index,DX-Y.NYB,2026-04-15 06:54:00,98.142
dollar index,DX-Y.NYB,2026-04-15 06:55:00,98.131
dollar index,DX-Y.NYB,2026-04-15 06:56:00,98.129
dollar index,DX-Y.NYB,2026-04-15 06:57:00,98.134
dollar index,DX-Y.NYB,2026-04-15 06:58:00,98.132
dollar index,DX-Y.NYB,2026-04-15 06:59:00,98.138
dollar index,DX-Y.NYB,2026-04-15 07:00:00,98.118
dollar index,DX-Y.NYB,2026-04-15 07:01:00,98.115
dollar index,DX-Y.NYB,2026-04-15 07:02:00,98.112
dollar index,DX-Y.NYB,2026-04-15 07:03:00,98.114
dollar index,DX-Y.NYB,2026-04-15 07:04:00,98.117
dollar index,DX-Y.NYB,2026-04-15 07:05:00,98.107
dollar index,DX-Y.NYB,2026-04-15 07:06:00,98.101
dollar index,DX-Y.NYB,2026-04-15 07:07:00,98.097
dollar index,DX-Y.NYB,2026-04-15 07:08:00,98.085
dollar index,DX-Y.NYB,2026-04-15 07:09:00,98.083
dollar index,DX-Y.NYB,2026-04-15 07:10:00,98.103
dollar index,DX-Y.NYB,2026-04-15 07:11:00,98.104
dollar index,DX-Y.NYB,2026-04-15 07:12:00,98.106
dollar index,DX-Y.NYB,2026-04-15 07:13:00,98.117
dollar index,DX-Y.NYB,2026-04-15 07:14:00,98.125
dollar index,DX-Y.NYB,2026-04-15 07:15:00,98.132
dollar index,DX-Y.NYB,2026-04-15 07:16:00,98.133
dollar index,DX-Y.NYB,2026-04-15 07:17:00,98.139
dollar index,DX-Y.NYB,2026-04-15 07:18:00,98.148
dollar index,DX-Y.NYB,2026-04-15 07:19:00,98.143
dollar index,DX-Y.NYB,2026-04-15 07:20:00,98.143
dollar index,DX-Y.NYB,2026-04-15 07:21:00,98.151
dollar index,DX-Y.NYB,2026-04-15 07:22:00,98.142
dollar index,DX-Y.NYB,2026-04-15 07:23:00,98.137
dollar index,DX-Y.NYB,2026-04-15 07:24:00,98.135
dollar index,DX-Y.NYB,2026-04-15 07:25:00,98.126
dollar index,DX-Y.NYB,2026-04-15 07:26:00,98.13
dollar index,DX-Y.NYB,2026-04-15 07:27:00,98.132
dollar index,DX-Y.NYB,2026-04-15 07:28:00,98.137
dollar index,DX-Y.NYB,2026-04-15 07:29:00,98.135
dollar index,DX-Y.NYB,2026-04-15 07:30:00,98.135
dollar index,DX-Y.NYB,2026-04-15 07:31:00,98.155
dollar index,DX-Y.NYB,2026-04-15 07:32:00,98.161
dollar index,DX-Y.NYB,2026-04-15 07:33:00,98.141
dollar index,DX-Y.NYB,2026-04-15 07:34:00,98.159
dollar index,DX-Y.NYB,2026-04-15 07:35:00,98.153
dollar index,DX-Y.NYB,2026-04-15 07:36:00,98.146
dollar index,DX-Y.NYB,2026-04-15 07:37:00,98.152
dollar index,DX-Y.NYB,2026-04-15 07:38:00,98.157
dollar index,DX-Y.NYB,2026-04-15 07:39:00,98.159
dollar index,DX-Y.NYB,2026-04-15 07:40:00,98.172
dollar index,DX-Y.NYB,2026-04-15 07:41:00,98.171
dollar index,DX-Y.NYB,2026-04-15 07:42:00,98.176
dollar index,DX-Y.NYB,2026-04-15 07:43:00,98.171
dollar index,DX-Y.NYB,2026-04-15 07:44:00,98.174
dollar index,DX-Y.NYB,2026-04-15 07:45:00,98.168
dollar index,DX-Y.NYB,2026-04-15 07:46:00,98.172
dollar index,DX-Y.NYB,2026-04-15 07:47:00,98.171
dollar index,DX-Y.NYB,2026-04-15 07:48:00,98.174
dollar index,DX-Y.NYB,2026-04-15 07:49:00,98.174
dollar index,DX-Y.NYB,2026-04-15 07:50:00,98.182
dollar index,DX-Y.NYB,2026-04-15 07:51:00,98.177
dollar index,DX-Y.NYB,2026-04-15 07:52:00,98.17
dollar index,DX-Y.NYB,2026-04-15 07:53:00,98.181
